web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-1257","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1258","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Heliosol","check_circle","665 g/l terpineol","2027. jún. 12.","permetezőszer segédanyag","2027. jún. 12.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1259","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Helm Surfer Plus","check_circle","998 g/l Zsíralkohol-alkoxilát","2035. okt. 31.","permetezőszer segédanyag","2035. okt. 31.","","",""
"1769693586-1260","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Helm Tribi 75 WG","check_circle","750 g/kg tribenuron-metil","2035. jan. 30.","gyomirtó szer","2035. jan. 30.","","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-1261","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Henik 50 SG","check_circle","500 g/kg nikoszulfuron","2029. ápr. 30.","gyomirtó szer","2029. ápr. 30.","","",""
"1769693586-1262","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Heptal","check_circle","200 g/l fluroxipir, 290 g/l fluroxipir meptilészter","2028. febr. 15.","gyomirtó szer","2028. febr. 15.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1263","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1264","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Herbiclean Concentrate","check_circle","250 g/l pelargonsav","2027. dec. 1.","gyomirtó szer","2027. dec. 1.","","",""
"1769693586-1265","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Herbiclean Spray","check_circle","30 g/l pelargonsav","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","",""
"1769693586-1266","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Herbos 110 EC","check_circle","110 g/l fenoxaprop-P-etil, 120,4 g/l mefenpir-dietil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","",""
"1769693586-1267","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hiatus","check_circle","400 g/kg tifenszulfuron-metil, 150 g/kg tribenuron-metil","2032. okt. 31.","gyomirtó szer","2032. okt. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c7010006b6068ba1/thumbnail.png"
"1769693586-1268","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hierro","check_circle","10 g/kg vas-foszfát","2031. dec. 31.","csigaölő szer","2031. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1269","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1270","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hingios","check_circle","75 g/l prohexadion-kalcium","2027. máj. 31.","növekedés szabályzó szer","2027. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-1271","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hinode","check_circle","500 g/kg flonikamid","2028. ápr. 30.","rovarölő szer","2028. ápr. 30.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1272","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hobby","check_circle","43,1 g/l pelargonsav","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","",""
"1769693586-1273","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Horti ragacsos színcsapda","check_circle","","2034. aug. 31.","ragacsos színcsapda","2034. aug. 31.","","",""
"1769693586-1274","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hudson 200","check_circle","200 g/l fluroxipir, 290 g/l fluroxipir meptilészter","2028. febr. 15.","gyomirtó szer","2028. febr. 15.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1275","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1276","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hunic 4 SC","check_circle","40 g/l nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1277","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hunter","error","50 g/kg lambda-cihalotrin","2024. ápr. 30.","rovarölő szer","","2024. ápr. 30.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1278","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hurrikán","check_circle","22,5 g/l foramszulfuron, 22,5 g/l izoxadifen-etil","2026. nov. 30.","gyomirtó szer","2026. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-1279","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Huszár Aktív","error","250 g/l 2,4-D, 10 g/l jodoszulfuron-metil-nátrium, 30 g/l mefenpir-dietil","2019. okt. 31.","gyomirtó szer (OD)","","2019. okt. 31.","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-1280","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Huszár Aktív Plusz","check_circle","300 g/l 2,4-D 2-etilhexil észter, 10 g/l jodoszulfuron-metil-nátrium, 30 g/l mefenpir-dietil, 10 g/l tienkarbazon-metil","2028. márc. 1.","gyomirtó szer","2028. márc. 1.","","",""
"1769693586-1281","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1282","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hycop","check_circle","767,9 g/kg rézhidroxid","2026. dec. 31.","gombaölő szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1283","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hydro Extra","check_circle","770 g/kg rézhidroxid","2026. dec. 31.","gombaölő szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1284","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hydroflow","check_circle","36 % rézhidroxid","2029. febr. 28.","gombaölő szer","2029. febr. 28.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-1285","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Hydrostar","check_circle","770 g/kg rézhidroxid","2026. dec. 31.","gombaölő szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-1286","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","I-Maza 40 SL","check_circle","40 g/l imazamox","2028. jan. 31.","gyomirtó szer","2028. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1287","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1288","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Idemio","check_circle","Trichoderma asperellum","2029. máj. 31.","biológiai gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1289","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ikanos","check_circle","40 g/l nikoszulfuron","2029. dec. 31.","gyomirtó szer","2029. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1290","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ikarus","check_circle","40 g/l aminopiralid, 240 g/l klopiralid, 80 g/l pikloram","2027. febr. 28.","gyomirtó szer","2027. febr. 28.","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-1291","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IKR - Circuit Komplett","package_2","10 ha/csomag: káposztarepce","Circuit SyncTec","Wizard","","","","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-1292","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IKR - Kukorica Poszt Gold","package_2","5 ha/csomag: kukorica","2,5 l Kamba 480 SL","1,5 l Superspray","","","10 l Successor TX","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-1293","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1294","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IKR - Saracen Full","package_2","10 ha/csomag: árpa, búza, kalászosok, rozs, tritikálé, zab","12 l Orius 20 EW","3 l Superspray","","","2 l Wizard","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-1295","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IKR - Stabilan SL + Mangan Forte","package_2","10 ha/csomag: búza","20 L Stabilan SL","","","","","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-1296","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IKR - Zea Herbi Box","package_2","5 ha/csomag: kukorica","7 L Shiver","5 L Fraxion","","","1,5 L Superspray","https://cdn.agromedium.com/uploads/2021/03/67c9c5c60001416ab5c4/thumbnail.jpg"
"1769693586-1297","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ila 250 EC","check_circle","250 g/l difenokonazol","2027. márc. 15.","gombaölő szer","2027. márc. 15.","","",""
"1769693586-1298","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Ilxaor","check_circle","75 % répa kivonat","2034. jan. 31.","permetezőszer segédanyag","2034. jan. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1299","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1300","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imbirol Gold","check_circle","374,4 g/l etoxilált zsíralkohol, 156 g/l nátrium-dioktil-szulfoszukcinát","2028. márc. 27.","permetezőszer segédanyag","2028. márc. 27.","","",""
"1769693586-1301","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imbrex","check_circle","62,5 g/l fluxapiroxad","2028. febr. 28.","gombaölő szer","2028. febr. 28.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1302","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imbrex XE","check_circle","62,5 g/l fluxapiroxad","2026. máj. 31.","gombaölő szer","2026. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1303","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imidan 50 WP","error","500 g/kg foszmet","2022. máj. 1.","rovarölő szer","","2022. máj. 1.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1304","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imperial","check_circle","300 g/l 2,4-D, 6,25 g/l floraszulam","2028. nov. 30.","gyomirtó szer","2028. nov. 30.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-1305","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1306","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imperis Vital","check_circle","75 g/l fluxapiroxad, 150 g/l piraklostrobin","2026. jún. 30.","gombaölő permetezőszer","2026. jún. 30.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1307","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Imprus","check_circle","200 g/kg acetamiprid","2034. febr. 28.","rovarölő szer","2034. febr. 28.","","",""
"1769693586-1308","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inazuma","check_circle","100 g/kg acetamiprid, 30 g/kg lambda-cihalotrin","2028. dec. 31.","rovarölő szer","2028. dec. 31.","","counter_6","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1309","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","INDOFIL M 45","error","800 g/kg mankoceb","2021. júl. 4.","gombaölő szer","","2021. júl. 4.","",""
"1769693586-1310","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inecor","check_circle","200 g/l klorantraniliprol","2026. nov. 30.","rovarölő szer","2026. nov. 30.","","counter_1","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-1311","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1312","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Infinito","check_circle","62,5 g/l fluopikolid, 625 g/l propamokarb hidroklorid","2028. júl. 31.","gombaölő szer (SC)","2028. júl. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-1313","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inigo","check_circle","500 g/l metobromuron","2028. máj. 31.","gyomirtó szer","2028. máj. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1314","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inka Red 11","check_circle","20 m/m% red pigment 48:2","2035. júl. 30.","csávázási segédanyag","2035. júl. 30.","","",""
"1769693586-1315","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inker 500 SC","warning","500 g/l flufenacet","2026. dec. 10.","gyomirtó szer","","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-1316","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Innox","check_circle","250 g/l protiokonazol","2026. aug. 31.","gombaölő permetezőszer","2026. aug. 31.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1317","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1318","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Innox Turbo","check_circle","250 g/l protiokonazol","2026. aug. 15.","gombaölő szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1319","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Input 460 EC","check_circle","160 g/l protiokonazol, 300 g/l spiroxamin","2026. szept. 30.","gombaölő szer","2026. szept. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c6f400102ba14e1a/thumbnail.png"
"1769693586-1320","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Insegar 25 WG","error","250 g/kg fenoxikarb","2021. szept. 30.","rovarölő szer (vízoldható granulátum)","","2021. szept. 30.","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-1321","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Inspector","check_circle","720 g/l dimeténamid-P","2028. dec. 31.","gyomirtó szer","2028. dec. 31.","","counter_7","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1322","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Integral Pro","check_circle","2,2 x10^10 CFU/ml Bacillus amyloliquefaciens MBI 600 törzs","2027. szept. 16.","gombaölő csávázószer","2027. szept. 16.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1323","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1324","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Intellis","check_circle","200 g/l pentiopirad","2029. ápr. 30.","gombaölő permetezőszer","2029. ápr. 30.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-1325","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Intuity","check_circle","250 g/l mandestrobin","2026. dec. 9.","gombaölő szer","2026. dec. 9.","","",""
"1769693586-1326","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Invazív hatásfokozó segédanyag","check_circle","10-30 m/m% Hidrogénezett ásványolaj párlat C15-C30 könnyű nafténbázisú frakció, 15-40 m/m% Hidrogénezett ásványolaj párlat C20-C50 nehéz nafténbázisú frakció","2030. márc. 31.","hatásfokozó segédanyag","2030. márc. 31.","","",""
"1769693586-1327","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Investo 100 EC","check_circle","100 g/l kizalofop-P-etil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2020/11/67c9c6f9001413c8202c/thumbnail.png"
"1769693586-1328","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","IRAZU","check_circle","100 g/l ciántraniliprol","2027. máj. 31.","rovarölő szer","2027. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-1329","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1330","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Iseran","check_circle","80 g/l klomazon, 150 g/l mezotrion","2026. jún. 15.","gyomirtó szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1331","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Iskay","check_circle","52 m/m% karboxilált sztirén és 1,3 butadién kopolimer","2032. dec. 31.","adalékanyag","2032. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1332","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isomate A/OFM","counter_1","feromon ((Z)-8- dodecenil acetát), fromon ((E)-5-decenil acetát), feromon ((Z)-8-dodecén-1-ol), feromon ((E)-5-decen-1-ol)","Alapengedély","counter_1","","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1333","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isomate CLR","check_circle","41-43 % feromon ((E,E)-8,10-dodekadién-1-ol), 40-43 % feromon ((Z)-11-tetradecenil acetát), 7-9 % feromon ((Z)-9-tetradecenil acetát), 5-7 % feromon (dodekán-1-ol)","2026. dec. 31.","légtértelítő eszköz (feromonnal)","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1334","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isomate CTT","check_circle","573 g/kg feromon ((E,E)-8,10-dodekadién-1-ol), 297 g/kg feromon (dodekán-1-ol), 71 g/kg feromon (tetradekán-1-ol)","2026. nov. 30.","feromon légtértelítési eszköz","2026. nov. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1335","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1336","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isomate OFM Rosso Flex","error","5,6 % feromon ((E)-8-dodecenil acetát), 93,6 % feromon ((Z)-8- dodecenil acetát), 0,9 % feromon ((Z)-8- dodecenol)","2022. dec. 31.","légtértelítő eszköz (feromonnal)","","2022. dec. 31.","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1337","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isonet L plus","check_circle","feromon ((E,Z)-7,9-dodecadienil acetát (E7,Z9-12:Ac)), feromon ((Z)-9-dodecenil acetát (Z9-12:Ac))","2026. dec. 31.","légtértelítő eszköz (feromonnal)","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1338","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isonet T","check_circle","632 g/kg feromon ((E,Z,Z)-3,8,11-tetradekatrién-1-il acetát), 69 g/kg feromon ((E,Z)-3,8-tetradekadién-1-il acetát)","2038. aug. 30.","feromon légtértelítési eszköz","2038. aug. 30.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1339","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Isotrap","check_circle","feromon ((E,Z,Z)-3,8,11-tetradekatrién-1-il acetát), feromon ((E,Z)-3,8-tetradekadién-1-il acetát), feromon ((E,Z)-7,9-dodecadienil acetát (E7,Z9-12:Ac))","2026. máj. 31.","illatanyagcsapda (ragacsos)","2026. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/09/67c9c5cf002c6dbae44c/thumbnail.png"
"1769693586-1340","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Itaple 306 SE","check_circle","300 g/l 2,4-D, 6,25 g/l floraszulam","2031. dec. 31.","gyomirtó szer","2031. dec. 31.","","",""
"1769693586-1341","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1342","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Itcan SL 270","check_circle","270 g/l maleinsav-hidrazid","2033. okt. 31.","növekedésszabályozó készítmény","2033. okt. 31.","","","https://cdn.agromedium.com/uploads/2018/08/67c9c5bf000cfc1dad7b/thumbnail.jpg"
"1769693586-1343","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Itteno","check_circle","750 g/l fenpropidin","2028. máj. 15.","gombaölő szer","2028. máj. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1344","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jade","check_circle","125 g/l protiokonazol, 125 g/l tebukonazol","2026. aug. 15.","gombaölő permetezőszer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1345","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jager EG","error","50 g/kg lambda-cihalotrin","2023. nov. 30.","rovarölő szer","","2023. nov. 30.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1346","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jenot 100 EC","check_circle","100 g/l kizalofop-P-etil","2027. dec. 31.","gyomirtó szer","2027. dec. 31.","","","https://cdn.agromedium.com/uploads/2020/11/67c9c6f9001413c8202c/thumbnail.png"
"1769693586-1347","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1348","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Joker 77 WP","check_circle","770 g/kg rézhidroxid","2029. máj. 31.","gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-1349","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jolly 77 WP","check_circle","770 g/kg rézhidroxid","2029. máj. 31.","gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c5c5003bb7c20c20/thumbnail.png"
"1769693586-1350","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Joust 250 EC","check_circle","250 g/l protiokonazol","2026. aug. 15.","gombaölő szer","2026. aug. 15.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1351","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Judo","check_circle","5 g/l lambda-cihalotrin, 100 g/l pirimikarb","2028. dec. 31.","rovarölő szer","2028. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-1352","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Julius","check_circle","24 g/l klomazon, 400 g/l petoxamid","2026. jún. 15.","gyomirtó szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-1353","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1354","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Juniper Max","check_circle","240 g/l kletodim","2026. máj. 31.","gyomirtó szer","2026. máj. 31.","","",""
"1769693586-1355","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jura EC","check_circle","14 g/l diflufenikán, 667 g/l proszulfokarb","2028. júl. 31.","gyomirtó szer","2028. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1356","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Jura Max","check_circle","667 g/l proszulfokarb, 14 g/l diflufenikán","2027. jan. 15.","gyomirtó szer","2027. jan. 15.","","",""
"1769693586-1357","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Juwel","error","125 g/l epoxikonazol, 125 g/l krezoxim-metil","2020. ápr. 30.","gombaölő szer","","2020. ápr. 30.","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1358","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","K-Obiol 25 EC","check_circle","25 g/l deltametrin, 225 g/l piperonil butoxid","2028. okt. 31.","rovarölő szer","2028. okt. 31.","","","https://cdn.agromedium.com/uploads/2025/04/67ff65770018b80f04ad/thumbnail.jpg"
"1769693586-1359","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
