web_scraper_order,web_scraper_start_url,pagination-selector,name,data,description,data2,data3,data4,data5,data6,image
"1769693586-1360","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","K1","error","50 g/kg lambda-cihalotrin","2023. nov. 30.","rovarölő szer","","2023. nov. 30.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1361","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kabuki","check_circle","26,5 g/l piraflufen-etil","2032. márc. 31.","gyomirtó szer","2032. márc. 31.","","counter_1","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1362","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaftán 80 WG","check_circle","800 g/kg kaptán","2026. máj. 1.","gombaölő permetezőszer","2026. máj. 1.","","",""
"1769693586-1363","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kagura","check_circle","80 g/l mezotrion, 30 g/l nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1364","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaiso EG","error","50 g/kg lambda-cihalotrin","2024. ápr. 30.","rovarölő szer","","2024. ápr. 30.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1365","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1366","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaiso Garden","error","50 g/kg lambda-cihalotrin","2024. máj. 9.","rovarölő szer","","2024. máj. 9.","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1367","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaiso Sorbie","error","50 g/kg lambda-cihalotrin","2024. ápr. 30.","rovarölő szer","","2024. ápr. 30.","","https://cdn.agromedium.com/uploads/2023/06/67c9c76b00277662b3eb/thumbnail.jpg"
"1769693586-1368","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalif 360 CS","check_circle","360 g/l klomazon","2026. jún. 15.","gyomirtó szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1369","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalif 480 EC","check_circle","480 g/l klomazon","2026. jún. 15.","gyomirtó szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1370","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalif Mega","check_circle","33 g/l klomazon, 250 g/l metazaklór","2026. jún. 15.","gyomirtó szer","2026. jún. 15.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1371","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1372","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalimba","check_circle","480 g/l dikamba","2027. nov. 30.","gyomirtó szer","2027. nov. 30.","","",""
"1769693586-1373","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalipe","error","500 g/l pelargonsav","2020. febr. 12.","gyomirtó szer","","2020. febr. 12.","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1374","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kalipe Gold","check_circle","500 g/l pelargonsav","2027. dec. 1.","gyomirtó szer","2027. dec. 1.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1375","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaltor","check_circle","600 g/kg dikamba, 150 g/kg nikoszulfuron","2028. márc. 31.","gyomirtó szer","2028. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-1376","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kamba 480 SL","check_circle","480 g/l dikamba","2027. nov. 30.","gyomirtó szer","2027. nov. 30.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-1377","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1378","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kameleo Red 10","check_circle","19 m/m% red pigment 57:1","2035. aug. 31.","csávázási segédanyag","2035. aug. 31.","","",""
"1769693586-1379","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kanemite 15 SC","check_circle","164 g/l acekinocil","2027. nov. 15.","atkaölő szer","2027. nov. 15.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1380","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kantik","error","150 g/l fenpropidin, 200 g/l prokloráz, 100 g/l tebukonazol","2021. dec. 31.","gombaölő permetezőszer","","2021. dec. 31.","","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1381","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kapazin","error","360 g/l glifozát","2023. dec. 31.","gyomirtó szer","","2023. dec. 31.","","https://cdn.agromedium.com/uploads/2024/03/67c9c5be001da30ef4a5/thumbnail.png"
"1769693586-1382","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kaplan 80 WG","check_circle","800 g/kg kaptán","2026. máj. 1.","gombaölő permetezőszer","2026. máj. 1.","","",""
"1769693586-1383","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1384","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karát 80 WDG","check_circle","800 g/kg kaptán","2026. máj. 1.","gombaölő permetezőszer","2026. máj. 1.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0026299f6d49/thumbnail.png"
"1769693586-1385","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karate Zeon 5 CS","check_circle","50 g/l lambda-cihalotrin","2028. dec. 31.","rovarölő szer","2028. dec. 31.","","counter_2","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-1386","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karathane Star","warning","350 g/l meptildinokap","2026. szept. 30.","gombaölő permetezőszer","","","","https://cdn.agromedium.com/uploads/2025/03/67e7a23d00318586422c/thumbnail.jpg"
"1769693586-1387","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karibu","check_circle","255 g/l poliéter, 765 g/l poliéterrel módosított trisziloxán","2035. aug. 1.","permetezőszer segédanyag","2035. aug. 1.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1388","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karis 10 CS","error","100 g/l lambda-cihalotrin","2021. dec. 31.","rovarölő szer","","2021. dec. 31.","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1389","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1390","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Karma","check_circle","850 g/kg kálium-hidrogén-karbonát","2037. okt. 31.","gombaölő szer","2037. okt. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1391","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kasumin 2 L","counter_5","2 % kasugamicin","Alapengedély","counter_5","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5e0003c40ead470/thumbnail.png"
"1769693586-1392","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Katana","check_circle","250 g/l flazaszulfuron","2033. júl. 31.","gyomirtó szer","2033. júl. 31.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1393","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Katoun Gold","error","500 g/l pelargonsav","2020. febr. 12.","gyomirtó szer","","2020. febr. 12.","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1394","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kayak Era","check_circle","225 g/l ciprodinil, 75 g/l protiokonazol","2027. okt. 31.","gombaölő szer","2027. okt. 31.","","","https://cdn.agromedium.com/uploads/2019/03/67c9c5c60007ec5337c9/thumbnail.png"
"1769693586-1395","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1396","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kelvin 40 OD","error","40 g/l nikoszulfuron","2022. márc. 24.","gyomirtó szer","","2022. márc. 24.","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1397","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kelvin Ultra","check_circle","40 g/l nikoszulfuron","2028. febr. 28.","gyomirtó szer","2028. febr. 28.","","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1398","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kendo 5 CS","check_circle","50 g/l lambda-cihalotrin","2028. dec. 31.","rovarölő szer","2028. dec. 31.","","counter_2","https://cdn.agromedium.com/uploads/2019/04/67c9c5be0013b6f965bb/thumbnail.png"
"1769693586-1399","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kendo 50 EW","check_circle","50 g/l ciflufenamid","2029. márc. 31.","gombaölő szer","2029. márc. 31.","","","https://cdn.agromedium.com/uploads/2020/04/67c9c6f4002d68edb2b0/thumbnail.png"
"1769693586-1400","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kenja","check_circle","400 g/l izofetamid","2027. szept. 15.","gombaölő szer","2027. szept. 15.","","","https://cdn.agromedium.com/uploads/2023/01/67c9c5c70039285dc50f/thumbnail.png"
"1769693586-1401","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/6969f7e8002c1baa38cf/file.png"
"1769693586-1402","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Keypro","error","100 g/l ciprokonazol","2021. máj. 31.","gombaölő permetezőszer","","2021. máj. 31.","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1403","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kideka","check_circle","100 g/l mezotrion","2033. máj. 31.","gyomirtó szer","2033. máj. 31.","","","https://cdn.agromedium.com/uploads/2019/12/67c9c5e00038baa08a17/thumbnail.jpg"
"1769693586-1404","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kier Pro 375 SC","check_circle","200 g/l azoxistrobin, 175 g/l protiokonazol","2026. aug. 15.","gombaölő szer","2026. aug. 15.","","",""
"1769693586-1405","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Killer 10 EC","error","100 g/l alfa-cipermetrin","2021. dec. 31.","rovarölő szer","","2021. dec. 31.","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1406","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kinto Duo","error","60 g/l prokloráz rézklorid komplex, 20 g/l tritikonazol","2021. dec. 31.","gombaölő szer","","2021. dec. 31.","","https://cdn.agromedium.com/uploads/2020/09/67c9c5c70014019edcec/thumbnail.jpg"
"1769693586-1407","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1408","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kinvara","check_circle","50 g/l fluroxipir, 28 g/l klopiralid, 233 g/l MCPA","2027. aug. 15.","gyomirtó szer","2027. aug. 15.","","","https://cdn.agromedium.com/uploads/2022/12/67c9c6f4001560c3ef62/thumbnail.jpg"
"1769693586-1409","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KITE - Daxfire","package_2","20 ha/csomag: kalászosok","20 L Daxur","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1410","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KITE - Ikarus + Salsa","package_2","10 ha/csomag: káposztarepce","3 l Ikarus","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1411","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KITE - Mester Pack","package_2","5 ha/csomag: kukorica","750 g Mester","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1412","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KITE - Revans","package_2","10 ha/csomag: kalászosok","Revycare","Stamina","","","DELL’ AGRO PLUS","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1413","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1414","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KITE - Sulcontrol","package_2","5 ha/csomag: kukorica","1 l Tegoplant SPU","","","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1415","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Klartan 24 EW","check_circle","240 g/l tau-fluvalinát","2028. jan. 31.","rovarölő szer","2028. jan. 31.","","counter_2","https://cdn.agromedium.com/uploads/2019/04/67c9c5c1001d85f5c905/thumbnail.png"
"1769693586-1416","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kleber","check_circle","350 g/l nátrium karboximetil-cellulóz","2028. márc. 10.","permetezőszer segédanyag","2028. márc. 10.","","","https://cdn.agromedium.com/uploads/2019/11/67c9c6f5001afb1c3107/thumbnail.png"
"1769693586-1417","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Klop 30 SL","check_circle","300 g/l klopiralid","2026. dec. 31.","gyomirtó szer","2026. dec. 31.","","","https://cdn.agromedium.com/uploads/2019/04/67c9c6f3002ce784082b/thumbnail.png"
"1769693586-1418","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Kocide 2000","check_circle","53,8 % rézhidroxid","2029. máj. 31.","gombaölő szer","2029. máj. 31.","","","https://cdn.agromedium.com/uploads/2023/03/67c9c5c50021e7685e21/thumbnail.jpg"
"1769693586-1419","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/06/6847e89a00115b091f3c/file.png"
"1769693586-1420","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert Entonem","check_circle","Steinernema feltiae parazita fonálféreg","2031. márc. 31.","makroszervezet","2031. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1421","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert fürkészdarázs","error","makroszervezet(ek)","2022. nov. 30.","élő állat","","2022. nov. 30.","",""
"1769693586-1422","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert levéltetvek elleni makroszervezetek","check_circle","Aphidius colemani fürkészdarázs, Aphidius ervi fürkészdarázs, Aphelinus abdominalis fürkészdarázs, Praon volucre, Ephedrus cerasicola, Aphidius matricariae, Aphidoletes aphidimyza, Sitobion avenae zöld-gabona levéltetű","2031. márc. 31.","makroszervezet","2031. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1423","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert Natupol poszméh","check_circle","Bombus terrestris (földi poszméh)","2032. szept. 30.","virágbeporzó makroszervezet","2032. szept. 30.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1424","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert poszméh","error","Bombus terrestris (földi poszméh)","2022. szept. 30.","virágbeporzó makroszervezet","","2022. szept. 30.","",""
"1769693586-1425","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2025/11/690db9bd0030b9dd184f/file.png"
"1769693586-1426","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragacsos illatanyag- és színcsapda","error","feromon ((E,Z,Z)-3,8,11-tetradekatrién-1-il acetát), feromon ((E,Z)-teradekadienil-acetát), feromon ((E)-12- tetradecenil-acetát), feromon ((Z)- és (E)-11- izomer), feromon ((Z)-11-hexadekanal), feromon ((Z)-12-tetradecenil-acetát), feromon ((Z)-9-hexadekanal), feromon (3-piridil-etil-nikotinát), feromon (hexadekán-1-ol)","2023. aug. 9.","ragacsos szín- és illatanyagcsapda (növényvédelmi célú eszköz)","","2023. aug. 9.","",""
"1769693586-1427","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","Koppert ragacsos színcsapdák","check_circle","ragasztóanyag","2035. ápr. 30.","ragacsos színcsapda","2035. ápr. 30.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1428","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragadozó atka","error","makroszervezet(ek)","2023. márc. 11.","élő állat","","2023. márc. 11.","",""
"1769693586-1429","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragadozó atka ANSO-MITE","check_circle","Amblyseius andersoni ragadozó atka","2033. márc. 31.","makroszervezet","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1430","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragadozó atka ENTOMITE-M","check_circle","Stratiolaelaps scimitus ragadozó atka","2033. márc. 31.","makroszervezet","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1431","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","","","","","","","","","https://cdn.agromedium.com/uploads/2026/01/697082e3000e0b656054/file.png"
"1769693586-1432","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragadozó atka LIMONICA","check_circle","Amblydromalus limonicus ragadozó atka","2033. márc. 31.","makroszervezet","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
"1769693586-1433","https://www.agromedium.com/hu-hu/novenyvedo-szerek","","KOPPERT ragadozó atka MACRO-MITE","check_circle","Macrocheles robustulus ragadozó atka","2033. márc. 31.","makroszervezet","2033. márc. 31.","","","https://cdn.agromedium.com/uploads/2024/05/67c9c7160028eade76b4/thumbnail.jpg"
